SalesOrderID,OrderLine,CustomerID,MaterialID,PlantID,OrderDate,RequestedDeliveryDate,ActualDeliveryDate,Quantity,UnitPrice,GrossRevenue,DiscountPercent,DiscountAmount,NetRevenue,Currency,SalesChannel,OrderStatus,DeliveryStatus
SO003959,10,CUST0156,MAT0063,PL04,2025-07-23,2025-08-09,,1401,10.66,14934.66,10.0,1493.47,0.0,USD,Retail,Cancelled,Not Delivered
SO003960,10,CUST0067,MAT0100,PL03,2026-01-22,2026-02-20,2026-02-22,207,15.46,3200.22,5.0,160.01,3040.21,USD,E-Commerce,Completed,Late
SO003961,10,CUST0180,MAT0096,PL04,2025-12-03,2025-12-12,2025-12-20,1173,29.98,35166.54,0.0,0.0,35166.54,CAD,Direct Sales,Completed,Late
SO003962,10,CUST0070,MAT0103,PL01,2025-04-07,2025-04-24,2025-04-28,1075,19.5,20962.5,10.0,2096.25,18866.25,USD,Direct Sales,Completed,Late
SO003963,10,CUST0060,MAT0006,PL03,2025-01-18,2025-01-24,2025-01-26,306,45.34,13874.04,7.5,1040.55,12833.49,USD,Direct Sales,Completed,Late
SO003964,10,CUST0023,MAT0075,PL03,2025-08-23,2025-08-29,2025-09-04,1034,38.4,39705.6,7.5,2977.92,36727.68,USD,Direct Sales,Completed,Late
SO003965,10,CUST0130,MAT0043,PL01,2025-07-06,2025-07-18,2025-07-19,935,26.99,25235.65,0.0,0.0,25235.65,AUD,Direct Sales,Completed,Late
SO003966,10,CUST0090,MAT0067,PL02,2026-03-23,2026-03-31,,726,56.37,40924.62,0.0,0.0,40924.62,USD,Retail,In Process,Not Delivered
SO003967,10,CUST0086,MAT0148,PL01,2025-07-09,2025-07-14,2025-07-20,1276,71.56,91310.56,0.0,0.0,91310.56,USD,E-Commerce,Completed,Late
SO003968,10,CUST0087,MAT0144,PL03,2026-03-27,2026-04-17,,630,7.88,4964.4,0.0,0.0,4964.4,USD,Direct Sales,Backordered,Not Delivered
SO003969,10,CUST0092,MAT0098,PL02,2025-07-18,2025-07-23,2025-07-29,38,17.88,679.44,5.0,33.97,645.47,CAD,Direct Sales,Completed,Late
SO003970,10,CUST0043,MAT0108,PL03,2026-01-12,2026-01-25,2026-01-25,1198,18.03,21599.94,2.0,432.0,21167.94,USD,Retail,Completed,On Time
SO003971,10,CUST0184,MAT0085,PL02,2025-05-19,2025-06-11,,105,25.6,2688.0,0.0,0.0,2688.0,USD,Direct Sales,Backordered,Not Delivered
SO003972,10,CUST0093,MAT0072,PL03,2026-06-02,2026-06-12,2026-06-14,468,64.05,29975.4,0.0,0.0,29975.4,USD,Direct Sales,Completed,Late
SO003973,10,CUST0111,MAT0004,PL04,2025-08-23,2025-09-06,2025-09-10,168,21.27,3573.36,0.0,0.0,3573.36,USD,Direct Sales,Completed,Late
SO003974,10,CUST0001,MAT0145,PL04,2025-10-09,2025-10-28,2025-11-03,114,69.18,7886.52,0.0,0.0,7886.52,CAD,E-Commerce,Completed,Late
SO003975,10,CUST0105,MAT0021,PL03,2025-07-01,2025-07-27,,1299,37.68,48946.32,7.5,3670.97,45275.35,USD,Retail,In Process,Not Delivered
SO003976,10,CUST0137,MAT0017,PL03,2025-05-24,2025-05-31,2025-05-30,181,26.39,4776.59,0.0,0.0,4776.59,AUD,E-Commerce,Completed,On Time
SO003977,10,CUST0032,MAT0021,PL04,2025-05-22,2025-06-04,,739,39.6,29264.4,0.0,0.0,29264.4,USD,Distributor,In Process,Not Delivered
SO003978,10,CUST0091,MAT0125,PL01,2025-12-12,2025-12-29,,421,30.3,12756.3,7.5,956.72,0.0,CAD,E-Commerce,Cancelled,Not Delivered
SO003979,10,CUST0129,MAT0001,PL04,2025-11-06,2025-11-10,2025-11-10,280,62.37,17463.6,0.0,0.0,17463.6,USD,Direct Sales,Completed,On Time
SO003980,10,CUST0196,MAT0102,PL04,2025-05-13,2025-05-26,2025-05-25,111,13.78,1529.58,0.0,0.0,1529.58,USD,E-Commerce,Completed,On Time
SO003981,10,CUST0096,MAT0147,PL04,2026-01-24,2026-02-17,,781,38.88,30365.28,2.0,607.31,29757.97,AUD,Retail,In Process,Not Delivered
SO003982,10,CUST0078,MAT0109,PL04,2025-09-24,2025-10-04,2025-10-04,1447,51.38,74346.86,0.0,0.0,74346.86,AUD,Retail,Completed,On Time
SO003983,10,CUST0101,MAT0147,PL03,2026-05-10,2026-06-07,,1321,34.76,45917.96,10.0,4591.8,41326.16,CAD,Retail,In Process,Not Delivered
SO003984,10,CUST0112,MAT0059,PL03,2025-08-04,2025-08-13,,110,17.85,1963.5,0.0,0.0,1963.5,USD,Distributor,In Process,Not Delivered
SO003985,10,CUST0152,MAT0033,PL02,2025-11-19,2025-11-27,2025-11-30,260,80.46,20919.6,7.5,1568.97,19350.63,USD,E-Commerce,Completed,Late
SO003986,10,CUST0059,MAT0069,PL01,2026-06-22,2026-06-27,2026-06-30,663,68.44,45375.72,0.0,0.0,45375.72,USD,Retail,Completed,Late
SO003987,10,CUST0088,MAT0070,PL04,2026-03-11,2026-03-18,,678,61.46,41669.88,10.0,4166.99,37502.89,USD,Direct Sales,Backordered,Not Delivered
SO003988,10,CUST0033,MAT0051,PL01,2025-05-08,2025-06-01,,1154,65.64,75748.56,0.0,0.0,75748.56,USD,Direct Sales,Backordered,Not Delivered
SO003989,10,CUST0197,MAT0134,PL04,2025-06-29,2025-07-22,2025-07-22,326,34.71,11315.46,10.0,1131.55,10183.91,USD,E-Commerce,Completed,On Time
SO003990,10,CUST0031,MAT0077,PL02,2026-05-08,2026-06-02,2026-06-04,1211,73.78,89347.58,5.0,4467.38,84880.2,CAD,E-Commerce,Completed,Late
SO003991,10,CUST0027,MAT0092,PL02,2026-02-08,2026-03-08,,1255,43.84,55019.2,7.5,4126.44,50892.76,USD,E-Commerce,In Process,Not Delivered
SO003992,10,CUST0113,MAT0070,PL01,2026-03-08,2026-04-06,,197,57.17,11262.49,2.0,225.25,11037.24,USD,E-Commerce,Backordered,Not Delivered
SO003993,10,CUST0113,MAT0030,PL02,2025-07-23,2025-08-21,,1270,17.62,22377.4,10.0,2237.74,20139.66,USD,E-Commerce,Backordered,Not Delivered
SO003994,10,CUST0168,MAT0027,PL03,2025-05-20,2025-05-29,2025-05-30,1231,38.95,47947.45,2.0,958.95,46988.5,USD,Direct Sales,Completed,Late
SO003995,10,CUST0050,MAT0100,PL04,2026-06-19,2026-07-12,2026-07-14,1114,15.7,17489.8,0.0,0.0,17489.8,AUD,E-Commerce,Completed,Late
SO003996,10,CUST0185,MAT0082,PL02,2025-11-04,2025-11-16,,1214,19.51,23685.14,5.0,1184.26,0.0,USD,Direct Sales,Cancelled,Not Delivered
SO003997,10,CUST0102,MAT0130,PL03,2025-01-22,2025-02-10,,242,63.73,15422.66,10.0,1542.27,0.0,USD,Direct Sales,Cancelled,Not Delivered
SO003998,10,CUST0129,MAT0107,PL04,2025-10-10,2025-10-27,,1346,8.12,10929.52,0.0,0.0,0.0,CAD,Retail,Cancelled,Not Delivered
SO003999,10,CUST0057,MAT0068,PL04,2025-11-16,2025-11-27,,1012,70.0,70840.0,0.0,0.0,70840.0,AUD,E-Commerce,In Process,Not Delivered
SO004000,10,CUST0172,MAT0063,PL01,2025-11-01,2025-12-01,2025-12-08,1035,12.55,12989.25,7.5,974.19,12015.06,USD,Direct Sales,Completed,Late
SO004001,10,CUST0032,MAT0099,PL01,2025-02-26,2025-03-19,2025-03-19,455,67.28,30612.4,7.5,2295.93,28316.47,USD,E-Commerce,Completed,On Time
SO004002,10,CUST0127,MAT0086,PL04,2025-02-24,2025-03-03,,352,54.4,19148.8,0.0,0.0,0.0,USD,Direct Sales,Cancelled,Not Delivered
SO004003,10,CUST0111,MAT0141,PL02,2025-10-17,2025-10-21,,1401,56.56,79240.56,0.0,0.0,0.0,USD,Distributor,Cancelled,Not Delivered
SO004004,10,CUST0011,MAT0063,PL01,2025-06-01,2025-06-14,,318,11.63,3698.34,7.5,277.38,0.0,USD,Distributor,Cancelled,Not Delivered
SO004005,10,CUST0142,MAT0143,PL04,2026-04-04,2026-04-07,2026-04-05,680,33.08,22494.4,5.0,1124.72,21369.68,CAD,E-Commerce,Completed,On Time
SO004006,10,CUST0036,MAT0042,PL04,2025-06-17,2025-06-26,2025-07-01,1005,51.33,51586.65,10.0,5158.67,46427.98,CAD,Distributor,Completed,Late
SO004007,10,CUST0028,MAT0070,PL03,2025-11-25,2025-12-18,2025-12-16,1025,51.5,52787.5,2.0,1055.75,51731.75,CAD,Distributor,Completed,On Time
SO004008,10,CUST0158,MAT0017,PL01,2025-04-04,2025-04-14,2025-04-12,1007,22.7,22858.9,2.0,457.18,22401.72,USD,Direct Sales,Completed,On Time
SO004009,10,CUST0170,MAT0015,PL03,2026-02-19,2026-02-23,,315,11.49,3619.35,0.0,0.0,3619.35,USD,Distributor,Backordered,Not Delivered
SO004010,10,CUST0097,MAT0032,PL04,2025-10-17,2025-11-13,2025-11-17,555,11.96,6637.8,7.5,497.83,6139.97,AUD,Direct Sales,Completed,Late
SO004011,10,CUST0197,MAT0044,PL03,2025-10-18,2025-10-24,,495,27.68,13701.6,7.5,1027.62,0.0,USD,Distributor,Cancelled,Not Delivered
SO004012,10,CUST0030,MAT0140,PL03,2026-04-14,2026-04-22,2026-04-26,1466,14.47,21213.02,2.0,424.26,20788.76,USD,E-Commerce,Completed,Late
SO004013,10,CUST0116,MAT0069,PL02,2025-05-27,2025-06-25,2025-06-29,1245,67.41,83925.45,10.0,8392.55,75532.9,USD,Direct Sales,Completed,Late
SO004014,10,CUST0121,MAT0072,PL02,2025-12-16,2025-12-20,,671,58.64,39347.44,0.0,0.0,0.0,USD,E-Commerce,Cancelled,Not Delivered
SO004015,10,CUST0035,MAT0023,PL02,2025-08-03,2025-08-29,,391,56.08,21927.28,7.5,1644.55,20282.73,CAD,Retail,In Process,Not Delivered
SO004016,10,CUST0042,MAT0059,PL02,2025-01-21,2025-02-06,,1309,18.2,23823.8,5.0,1191.19,22632.61,AUD,Distributor,In Process,Not Delivered
SO004017,10,CUST0078,MAT0008,PL04,2025-05-27,2025-06-13,,732,59.28,43392.96,0.0,0.0,43392.96,CAD,Direct Sales,Backordered,Not Delivered
SO004018,10,CUST0070,MAT0015,PL04,2025-03-02,2025-03-31,,222,11.69,2595.18,5.0,129.76,2465.42,CAD,E-Commerce,In Process,Not Delivered
SO004019,10,CUST0075,MAT0090,PL02,2025-04-16,2025-04-19,,1298,45.21,58682.58,0.0,0.0,58682.58,USD,Direct Sales,In Process,Not Delivered
SO004020,10,CUST0067,MAT0115,PL01,2025-03-19,2025-04-09,,1259,65.44,82388.96,5.0,4119.45,78269.51,USD,E-Commerce,In Process,Not Delivered
SO004021,10,CUST0139,MAT0028,PL01,2026-01-20,2026-02-01,2026-02-04,1052,26.25,27615.0,0.0,0.0,27615.0,USD,Retail,Completed,Late
SO004022,10,CUST0031,MAT0058,PL02,2026-05-17,2026-05-22,2026-05-23,280,35.57,9959.6,0.0,0.0,9959.6,USD,Direct Sales,Completed,Late
SO004023,10,CUST0001,MAT0016,PL01,2025-09-24,2025-10-06,,54,27.53,1486.62,2.0,29.73,0.0,CAD,Retail,Cancelled,Not Delivered
SO004024,10,CUST0194,MAT0079,PL02,2026-01-15,2026-01-27,2026-01-25,1259,66.64,83899.76,0.0,0.0,83899.76,USD,Direct Sales,Completed,On Time
SO004025,10,CUST0026,MAT0136,PL02,2025-10-30,2025-11-27,,1402,12.4,17384.8,0.0,0.0,17384.8,USD,Distributor,In Process,Not Delivered
SO004026,10,CUST0029,MAT0034,PL04,2026-04-20,2026-04-23,,203,53.66,10892.98,0.0,0.0,10892.98,USD,Distributor,Backordered,Not Delivered
SO004027,10,CUST0049,MAT0086,PL03,2026-01-23,2026-02-20,,207,52.16,10797.12,5.0,539.86,0.0,AUD,E-Commerce,Cancelled,Not Delivered
SO004028,10,CUST0144,MAT0147,PL01,2025-10-10,2025-11-07,2025-11-08,711,39.01,27736.11,0.0,0.0,27736.11,USD,Distributor,Completed,Late
SO004029,10,CUST0062,MAT0049,PL03,2026-05-31,2026-06-08,2026-06-11,854,25.75,21990.5,2.0,439.81,21550.69,USD,E-Commerce,Completed,Late
SO004030,10,CUST0020,MAT0006,PL04,2025-05-12,2025-06-01,2025-06-04,783,43.9,34373.7,0.0,0.0,34373.7,USD,Distributor,Completed,Late
SO004031,10,CUST0088,MAT0042,PL01,2025-03-09,2025-03-17,2025-03-16,547,48.12,26321.64,0.0,0.0,26321.64,USD,Distributor,Completed,On Time
SO004032,10,CUST0195,MAT0120,PL02,2025-04-10,2025-04-18,,1077,26.52,28562.04,2.0,571.24,27990.8,USD,E-Commerce,Backordered,Not Delivered
SO004033,10,CUST0156,MAT0014,PL03,2025-08-17,2025-08-23,,465,54.0,25110.0,0.0,0.0,25110.0,USD,Distributor,In Process,Not Delivered
SO004034,10,CUST0053,MAT0124,PL01,2026-02-21,2026-03-08,,127,36.62,4650.74,0.0,0.0,4650.74,USD,Retail,In Process,Not Delivered
SO004035,10,CUST0197,MAT0120,PL01,2025-01-22,2025-02-08,,983,27.49,27022.67,2.0,540.45,26482.22,USD,Retail,Backordered,Not Delivered
SO004036,10,CUST0003,MAT0124,PL01,2026-03-12,2026-04-07,,293,37.48,10981.64,0.0,0.0,10981.64,AUD,E-Commerce,In Process,Not Delivered
SO004037,10,CUST0065,MAT0020,PL01,2025-10-16,2025-10-25,,316,14.37,4540.92,0.0,0.0,4540.92,AUD,Distributor,Backordered,Not Delivered
SO004038,10,CUST0134,MAT0115,PL04,2026-02-18,2026-02-21,2026-02-27,415,59.85,24837.75,0.0,0.0,24837.75,USD,E-Commerce,Completed,Late
SO004039,10,CUST0118,MAT0035,PL01,2025-03-14,2025-04-11,,1096,64.98,71218.08,7.5,5341.36,65876.72,CAD,Distributor,Backordered,Not Delivered
SO004040,10,CUST0018,MAT0019,PL02,2025-02-02,2025-02-27,,268,29.04,7782.72,0.0,0.0,7782.72,USD,E-Commerce,Backordered,Not Delivered
SO004041,10,CUST0176,MAT0090,PL02,2025-10-24,2025-10-31,2025-10-30,455,48.25,21953.75,2.0,439.07,21514.68,USD,Retail,Completed,On Time
SO004042,10,CUST0162,MAT0025,PL01,2026-04-21,2026-05-01,,324,44.59,14447.16,10.0,1444.72,0.0,USD,E-Commerce,Cancelled,Not Delivered
SO004043,10,CUST0047,MAT0001,PL04,2025-04-11,2025-04-24,2025-05-02,738,60.27,44479.26,2.0,889.59,43589.67,USD,Direct Sales,Completed,Late
SO004044,10,CUST0140,MAT0097,PL03,2025-12-25,2026-01-11,2026-01-16,1004,53.7,53914.8,0.0,0.0,53914.8,CAD,Direct Sales,Completed,Late
SO004045,10,CUST0165,MAT0077,PL03,2025-08-25,2025-09-13,2025-09-16,1119,63.46,71011.74,2.0,1420.23,69591.51,AUD,Retail,Completed,Late
SO004046,10,CUST0145,MAT0013,PL03,2026-02-07,2026-02-18,,725,69.71,50539.75,0.0,0.0,50539.75,CAD,Distributor,Backordered,Not Delivered
SO004047,10,CUST0151,MAT0011,PL01,2026-01-14,2026-02-09,2026-02-11,70,22.57,1579.9,0.0,0.0,1579.9,USD,Distributor,Completed,Late
SO004048,10,CUST0082,MAT0109,PL02,2025-05-23,2025-06-19,,420,49.88,20949.6,7.5,1571.22,19378.38,USD,Retail,Backordered,Not Delivered
SO004049,10,CUST0138,MAT0102,PL01,2025-01-11,2025-01-20,2025-01-27,630,12.66,7975.8,5.0,398.79,7577.01,USD,Direct Sales,Completed,Late
SO004050,10,CUST0163,MAT0123,PL01,2025-01-25,2025-02-13,2025-02-11,56,16.53,925.68,5.0,46.28,879.4,AUD,Retail,Completed,On Time
SO004051,10,CUST0191,MAT0086,PL01,2025-06-28,2025-07-10,2025-07-08,481,51.77,24901.37,0.0,0.0,24901.37,USD,Retail,Completed,On Time
SO004052,10,CUST0126,MAT0143,PL02,2026-02-04,2026-02-16,,1283,31.42,40311.86,7.5,3023.39,37288.47,USD,Direct Sales,In Process,Not Delivered
SO004053,10,CUST0057,MAT0033,PL03,2026-01-19,2026-02-07,2026-02-07,1253,70.46,88286.38,7.5,6621.48,81664.9,AUD,Retail,Completed,On Time
SO004054,10,CUST0058,MAT0044,PL04,2025-06-30,2025-07-12,,746,29.75,22193.5,5.0,1109.67,21083.83,USD,Retail,Backordered,Not Delivered
SO004055,10,CUST0121,MAT0020,PL02,2025-11-12,2025-12-03,,1009,15.21,15346.89,0.0,0.0,15346.89,AUD,Direct Sales,In Process,Not Delivered
SO004056,10,CUST0082,MAT0009,PL03,2025-10-03,2025-10-27,2025-10-26,982,16.17,15878.94,0.0,0.0,15878.94,AUD,Retail,Completed,On Time
SO004057,10,CUST0153,MAT0100,PL01,2026-06-07,2026-06-13,,84,14.08,1182.72,2.0,23.65,0.0,USD,Distributor,Cancelled,Not Delivered
SO004058,10,CUST0140,MAT0020,PL02,2025-11-22,2025-12-07,,42,15.23,639.66,2.0,12.79,0.0,USD,Direct Sales,Cancelled,Not Delivered
SO004059,10,CUST0179,MAT0051,PL04,2026-01-18,2026-01-21,2026-01-20,324,56.77,18393.48,2.0,367.87,18025.61,USD,Direct Sales,Completed,On Time
SO004060,10,CUST0080,MAT0074,PL04,2025-07-14,2025-07-19,2025-07-24,1415,41.28,58411.2,0.0,0.0,58411.2,USD,Direct Sales,Completed,Late
SO004061,10,CUST0017,MAT0039,PL03,2025-10-18,2025-11-14,2025-11-18,1277,47.73,60951.21,5.0,3047.56,57903.65,AUD,Retail,Completed,Late
SO004062,10,CUST0035,MAT0100,PL03,2025-06-08,2025-07-03,,1221,14.66,17899.86,0.0,0.0,17899.86,USD,Retail,In Process,Not Delivered
SO004063,10,CUST0159,MAT0118,PL02,2025-03-07,2025-03-21,,1324,11.05,14630.2,0.0,0.0,14630.2,USD,E-Commerce,In Process,Not Delivered
SO004064,10,CUST0159,MAT0084,PL01,2026-05-22,2026-06-19,,905,36.15,32715.75,10.0,3271.58,29444.17,USD,E-Commerce,Backordered,Not Delivered
SO004065,10,CUST0066,MAT0128,PL03,2025-04-29,2025-05-20,2025-05-23,1087,35.97,39099.39,10.0,3909.94,35189.45,USD,E-Commerce,Completed,Late
SO004066,10,CUST0099,MAT0120,PL04,2026-03-02,2026-03-30,2026-04-06,570,26.54,15127.8,0.0,0.0,15127.8,CAD,Direct Sales,Completed,Late
SO004067,10,CUST0061,MAT0058,PL01,2025-10-28,2025-11-21,,330,39.19,12932.7,2.0,258.65,12674.05,USD,Retail,Backordered,Not Delivered
SO004068,10,CUST0126,MAT0150,PL01,2026-03-11,2026-03-24,,84,8.14,683.76,7.5,51.28,632.48,USD,Distributor,Backordered,Not Delivered
SO004069,10,CUST0011,MAT0084,PL04,2025-11-03,2025-11-17,2025-11-23,568,35.18,19982.24,2.0,399.64,19582.6,USD,Direct Sales,Completed,Late
SO004070,10,CUST0114,MAT0036,PL04,2025-03-11,2025-04-02,,490,53.84,26381.6,0.0,0.0,26381.6,USD,E-Commerce,Backordered,Not Delivered
SO004071,10,CUST0178,MAT0117,PL02,2025-05-01,2025-05-21,2025-05-22,67,30.18,2022.06,0.0,0.0,2022.06,USD,E-Commerce,Completed,Late
SO004072,10,CUST0099,MAT0106,PL01,2025-02-08,2025-03-02,2025-03-07,880,67.29,59215.2,0.0,0.0,59215.2,USD,E-Commerce,Completed,Late
SO004073,10,CUST0003,MAT0098,PL03,2026-06-09,2026-06-20,,812,19.0,15428.0,0.0,0.0,15428.0,USD,E-Commerce,In Process,Not Delivered
SO004074,10,CUST0004,MAT0142,PL04,2025-04-12,2025-04-30,,745,12.67,9439.15,5.0,471.96,8967.19,USD,Direct Sales,In Process,Not Delivered
SO004075,10,CUST0165,MAT0100,PL01,2026-01-25,2026-02-13,,611,14.66,8957.26,7.5,671.79,0.0,USD,Distributor,Cancelled,Not Delivered
SO004076,10,CUST0074,MAT0132,PL03,2026-05-24,2026-06-02,2026-06-06,744,46.86,34863.84,0.0,0.0,34863.84,USD,Retail,Completed,Late
SO004077,10,CUST0037,MAT0091,PL01,2025-05-17,2025-06-16,2025-06-24,214,10.53,2253.42,0.0,0.0,2253.42,AUD,Direct Sales,Completed,Late
SO004078,10,CUST0069,MAT0075,PL02,2025-05-04,2025-05-15,2025-05-23,262,37.15,9733.3,0.0,0.0,9733.3,CAD,Retail,Completed,Late
SO004079,10,CUST0061,MAT0006,PL03,2025-12-21,2026-01-08,,122,42.25,5154.5,5.0,257.73,4896.77,USD,Retail,Backordered,Not Delivered
SO004080,10,CUST0121,MAT0131,PL02,2026-05-20,2026-06-06,2026-06-13,497,39.63,19696.11,5.0,984.81,18711.3,USD,E-Commerce,Completed,Late
SO004081,10,CUST0071,MAT0084,PL04,2026-04-30,2026-05-29,2026-05-30,246,35.06,8624.76,10.0,862.48,7762.28,USD,Direct Sales,Completed,Late
SO004082,10,CUST0116,MAT0085,PL01,2025-12-13,2025-12-31,2025-12-31,1103,22.77,25115.31,10.0,2511.53,22603.78,USD,E-Commerce,Completed,On Time
SO004083,10,CUST0040,MAT0108,PL02,2025-10-25,2025-11-12,2025-11-19,901,16.97,15289.97,0.0,0.0,15289.97,USD,Distributor,Completed,Late
SO004084,10,CUST0070,MAT0094,PL02,2026-06-24,2026-07-13,2026-07-19,230,67.7,15571.0,10.0,1557.1,14013.9,USD,Direct Sales,Completed,Late
SO004085,10,CUST0105,MAT0130,PL04,2025-12-28,2026-01-05,,89,64.53,5743.17,0.0,0.0,5743.17,USD,E-Commerce,Backordered,Not Delivered
SO004086,10,CUST0190,MAT0003,PL04,2026-06-09,2026-07-08,,838,68.97,57796.86,2.0,1155.94,0.0,USD,Direct Sales,Cancelled,Not Delivered
SO004087,10,CUST0085,MAT0018,PL01,2025-06-04,2025-07-02,,649,12.48,8099.52,2.0,161.99,0.0,USD,E-Commerce,Cancelled,Not Delivered
SO004088,10,CUST0010,MAT0105,PL02,2026-01-07,2026-01-26,2026-01-29,1489,45.3,67451.7,5.0,3372.59,64079.11,AUD,Retail,Completed,Late
SO004089,10,CUST0062,MAT0036,PL04,2026-01-14,2026-01-21,,575,61.0,35075.0,2.0,701.5,0.0,USD,Distributor,Cancelled,Not Delivered
SO004090,10,CUST0012,MAT0135,PL01,2025-04-03,2025-04-25,2025-05-01,858,48.95,41999.1,0.0,0.0,41999.1,CAD,Distributor,Completed,Late
SO004091,10,CUST0052,MAT0095,PL03,2025-05-05,2025-06-02,,608,19.62,11928.96,2.0,238.58,11690.38,USD,Direct Sales,Backordered,Not Delivered
SO004092,10,CUST0116,MAT0011,PL04,2025-03-20,2025-03-30,,1242,24.71,30689.82,0.0,0.0,0.0,AUD,Direct Sales,Cancelled,Not Delivered
SO004093,10,CUST0075,MAT0084,PL04,2026-04-07,2026-05-06,,421,40.15,16903.15,7.5,1267.74,0.0,CAD,E-Commerce,Cancelled,Not Delivered
SO004094,10,CUST0199,MAT0116,PL04,2025-07-03,2025-07-31,2025-07-31,988,69.25,68419.0,0.0,0.0,68419.0,USD,Direct Sales,Completed,On Time
SO004095,10,CUST0044,MAT0118,PL02,2025-07-13,2025-08-07,2025-08-05,433,13.38,5793.54,10.0,579.35,5214.19,USD,Retail,Completed,On Time
SO004096,10,CUST0056,MAT0101,PL03,2025-08-26,2025-09-01,2025-09-01,335,55.22,18498.7,10.0,1849.87,16648.83,AUD,Retail,Completed,On Time
SO004097,10,CUST0072,MAT0102,PL01,2025-07-02,2025-07-12,2025-07-10,651,14.12,9192.12,0.0,0.0,9192.12,CAD,Distributor,Completed,On Time
SO004098,10,CUST0193,MAT0074,PL02,2025-03-28,2025-04-13,,1429,43.32,61904.28,2.0,1238.09,0.0,USD,Direct Sales,Cancelled,Not Delivered
SO004099,10,CUST0053,MAT0019,PL04,2025-04-16,2025-05-11,2025-05-09,532,25.96,13810.72,5.0,690.54,13120.18,USD,E-Commerce,Completed,On Time
SO004100,10,CUST0168,MAT0142,PL01,2025-04-03,2025-04-12,,1030,13.78,14193.4,7.5,1064.5,13128.9,CAD,E-Commerce,In Process,Not Delivered
SO004101,10,CUST0180,MAT0092,PL01,2025-05-23,2025-06-21,,628,46.67,29308.76,10.0,2930.88,0.0,USD,Direct Sales,Cancelled,Not Delivered
SO004102,10,CUST0122,MAT0057,PL02,2026-03-29,2026-04-13,2026-04-18,873,25.57,22322.61,0.0,0.0,22322.61,USD,Retail,Completed,Late
SO004103,10,CUST0195,MAT0144,PL04,2025-01-02,2025-01-15,,1186,8.7,10318.2,0.0,0.0,10318.2,USD,E-Commerce,In Process,Not Delivered
SO004104,10,CUST0002,MAT0086,PL03,2025-04-05,2025-04-09,2025-04-07,519,54.8,28441.2,10.0,2844.12,25597.08,USD,Retail,Completed,On Time
SO004105,10,CUST0104,MAT0103,PL03,2025-06-05,2025-06-26,,1494,18.47,27594.18,0.0,0.0,0.0,AUD,Direct Sales,Cancelled,Not Delivered
SO004106,10,CUST0120,MAT0123,PL04,2025-08-22,2025-09-09,,1061,15.34,16275.74,7.5,1220.68,15055.06,USD,Direct Sales,In Process,Not Delivered
SO004107,10,CUST0036,MAT0130,PL04,2026-03-28,2026-04-08,,1381,58.7,81064.7,7.5,6079.85,74984.85,AUD,Retail,In Process,Not Delivered
SO004108,10,CUST0152,MAT0140,PL01,2025-10-26,2025-11-04,,1388,15.48,21486.24,10.0,2148.62,0.0,USD,Direct Sales,Cancelled,Not Delivered
SO004109,10,CUST0179,MAT0029,PL03,2026-06-01,2026-06-10,,462,61.14,28246.68,5.0,1412.33,26834.35,USD,Retail,In Process,Not Delivered
SO004110,10,CUST0144,MAT0110,PL03,2025-11-26,2025-12-17,2025-12-16,318,52.83,16799.94,0.0,0.0,16799.94,AUD,Distributor,Completed,On Time
SO004111,10,CUST0042,MAT0088,PL02,2025-05-11,2025-06-09,2025-06-17,380,47.46,18034.8,0.0,0.0,18034.8,USD,Direct Sales,Completed,Late
SO004112,10,CUST0116,MAT0068,PL02,2025-01-05,2025-02-04,,371,66.28,24589.88,0.0,0.0,24589.88,USD,Retail,In Process,Not Delivered
SO004113,10,CUST0057,MAT0103,PL04,2025-01-25,2025-02-23,,209,18.0,3762.0,0.0,0.0,3762.0,AUD,Direct Sales,In Process,Not Delivered
SO004114,10,CUST0115,MAT0117,PL02,2026-03-29,2026-04-19,2026-04-22,309,29.32,9059.88,0.0,0.0,9059.88,CAD,Direct Sales,Completed,Late
SO004115,10,CUST0013,MAT0045,PL04,2026-02-18,2026-02-24,,1449,53.29,77217.21,10.0,7721.72,0.0,CAD,Direct Sales,Cancelled,Not Delivered
SO004116,10,CUST0034,MAT0026,PL03,2025-09-30,2025-10-16,2025-10-23,819,44.16,36167.04,0.0,0.0,36167.04,USD,Distributor,Completed,Late
SO004117,10,CUST0099,MAT0130,PL04,2026-04-29,2026-05-24,,459,66.9,30707.1,2.0,614.14,30092.96,USD,Distributor,In Process,Not Delivered
SO004118,10,CUST0121,MAT0136,PL04,2025-03-28,2025-04-22,,435,13.58,5907.3,2.0,118.15,0.0,CAD,Direct Sales,Cancelled,Not Delivered
SO004119,10,CUST0050,MAT0125,PL04,2025-04-11,2025-04-30,2025-05-02,1491,29.85,44506.35,2.0,890.13,43616.22,USD,Direct Sales,Completed,Late
SO004120,10,CUST0115,MAT0004,PL04,2025-01-25,2025-02-13,2025-02-20,1403,20.59,28887.77,0.0,0.0,28887.77,CAD,Direct Sales,Completed,Late
SO004121,10,CUST0094,MAT0083,PL04,2026-03-07,2026-03-12,2026-03-14,870,34.56,30067.2,2.0,601.34,29465.86,USD,E-Commerce,Completed,Late
SO004122,10,CUST0014,MAT0049,PL01,2025-01-30,2025-02-04,,379,26.25,9948.75,2.0,198.97,9749.78,USD,E-Commerce,In Process,Not Delivered
